abbreviation,description
Vdss,Стационарный объем распределения
Vdβ,Кажущийся объем распределения
Vp/F,Кажущийся объем распределения в периферическом компартменте
Vs.,Против
Vss,Кажущийся объем распределения
Vss,Кажущийся равновесный объём распределения
Vss,Объем распределения
Vss,Объем распределения в равновесном состоянии
Vss,Объем распределения в стационарном состоянии
Vz / Fss,Средний кажущийся объем распределения в равновесном состоянии
Vz/F,"Объем распределения, связанный с терминальной фазой"
WCAW,Неделя хорошо контролируемой астмы (well-controlled asthma week)
WH,[крысы линии] wistar hannover
WHO/ВОЗ,Всемирная организация здравоохранения
WMD,Средневзвешенное различие (weighted mean difference)
WPAI-UC,Опросник нарушения трудоспособности и повседневной деятельности (work productivity and activity impairment)
WT,Дикий тип
WU,Единицы вуда (wood units)
ZDF,Крысы с диабетом и ожирением (zucker diabetic fatty rat)
ZDV,Зидовудин
ZF,Тучные крысы цукера
a-SMA,A-гладкомышечный актин
c-Kit,Белковая тирозинкиназа kit
c-Met,"Рецепторная тирозинкиназа, принадлежащую к семейству met (трансформирующий ген mnng hos)"
ddI,Диданозин
dp/dt,Скорость нарастания давления в левом желудочке в ранней фазе систолы
eGFR,Рассчитанная скорость клубочковой фильтрации
eGFR,Рецептор эпидермального фактора роста
eNOS,Эндотелиальной синтаза оксида азота(endothelial nitric oxide synthase)
e’,Максимальная скорость подъёма основания сердца в раннюю диастолу
fu,"Доля лекарственного средства, не связанная с белками плазмы"
fu,Несвязанная фракция
fu,Степень кумуляции
fu,Фракция несвязанного ривароксабана
fumic,"Фракция, не связанная в микросомах."
gCV,Геометрический коэффициент вариации
hBMNC,Мононуклеарные клетки костного мозга человека (human bone marrow mononuclear cells)
hCES,Рекомбинантные человеческие ферменты-карбоксилэстеразы (human recombinant carboxylesterases)
hERG,"Human ether-à-go-go-related gene, ген специфических калиевы auc(0-inf) х каналов сердца"
hERG,"Human ether-à-go-go-related gene, ген специфических калиевых каналов сердца"
hERG,Ген специфических калиевых каналов сердца
hERG,Ген специфических калиевых каналов сердца (human ether-a-go-go related gene)
hERG,Ген специфических калиевых каналов сердца человека (human ether-a-go-go related gene)
hERG,Ген специфических калиевых каналов сердца человека (human ether-à-go-go related gene)
hERG,Ген специфичных калиевых каналов сердца человека
hERG,"Ген, который кодирует α-субъединицу специфических калиевых каналов сердца человека (human ether-a-go-go related gene)"
hERG,Специфические калиевые каналы сердца человека (human ether-a-go-go related)
"hOAT1, hOAT3",Органические переносчики анионов
hOAT3,Транспортер органических анионов человека третьего типа
hPASMC,Клетки гладкой мускулатуры легочной артерии человека (human pulmonary artery smooth muscle cells)
ka,Константа скорости всасывания первого порядка
mRSS,Кожный индекс по роднану
mTOR,"Mammalian target of rapamycin, мишень рапамицина у млекопитающих"
mTOR,Мишень рапамицина у млекопитающих (mammalian target of rapamycin)
mTSS,Модифицированная общая оценка sharp
mTSS,Модифицированный счет шарпа (total sharp score)
n,Число наблюдений
n-3 ПНЖК,Омега-3 полиненасыщенные жирные кислоты
pEGFR,Фосфорилированный рецептор эпидермального фактора роста (phosphorylated epidermal growth factor receptor)
pH,Водородный показатель
pKa,Константа диссоциации
pRb,Белокретинобластомы (retinoblastoma-associated protein)
peg-IFN,Пегилированный интерферон альфа-2b
t1/2,Конечный период полувыведения
t1/2,Период полувыведения
tmax,Время достижения максимальной концентрации
vWF,Фактор фон виллебранда
α,Граничная величина ошибки первого рода (уровень значимости)
α1-AGP,Α1-кислый гликопротеин
β,Граничная величина ошибки второго рода
β-NAG,N-ацетилглюкозаминидаза
β-АБ,Β-адреноблокаторы
"γ-ГТ, ГГТ",Гаммаглутамилтранспептидаза
А,Пик скорости фазы систолы предсердий
АDO,"8-амино-3,6-диоксаоктановая кислота"
АА,Апластическая анемия
ААГ,Α1-кислый гликопротеин
ААК1,Ар2-ассоциированной протеинкиназе 1
ААТ,Антиандрогенная терапия
ААТ,Антитромбоцитарные антитела
АБФ,"Активированный белок фибробластов (fibroblast activation protein, fap)"
АВК,Антагонист витамина к
АВК,Антагонисты витамина к
АВС,Активированное время свертывания
АГ,Артериальная гипертензия
АГ,Артериальная гипертения
АГЗ,Ассоциированное гематологическое заболевание
АГЗ НТК,Ассоциированное клональное гематологическое заболевание не тучных клеток
АГП,Α1-кислый гликопротеин
АД,Артериальное давление
АД,Атопический дерматит
АДА,Американская диабетическая ассоциация
АДБ,Анемия даймонда-блэкфена
АДТ,Андроген депривационная терапия
АДФ,Аденозиндифосфат
АДФ,Аденозиндифосфорная кислота
АДФ,Аденозиндифосфорная кислота/ аденозиндифосфат
АДФ,Аденозинтрифосфат
АЗКЦ,Антителозависимая клеточно-опосредованная цитотоксичность
АКМ,Соотношение экскреции альбумин/креатинин в моче
АКТГ,Адренокортикотропный гормон
АКШ,Аортокоронарное шунтирование
АЛТ,Аланинаминотрансфераза
АЛТ,Аланинаминотрасфераза
АЛТ,Аланинминотрансфераза
АЛТ,Аланинтрансаминаза
АЛТ,Аланинтрансфераза
АЛТР,Антагонисты лейкотриеновых рецепторов
АМКР,Антагонисты минералокортикоидных рецепторов
АМЛ,Ангиомиолипома
АМР,Антагонист минералокортикоидного рецептора
АМР,Антагонисты минералкортикоидных рецепторов
АМФ,Аденозинмонофосфат
АО,Акционарное общество
АО,Акционерное общество
АПФ,Ангиотензинпревращающий фермент
АР,Андрогенный рецептор
АРА,Антагонисты рецепторов ангиотензина ii
АРВП,Антиретровирусные препараты
АРМЭ,"Процессы абсорбции, распределения, метаболизма и элиминации"
АРНИ,Ангиотензиновых рецепторов и неприлизина ингибитор
АРТ,Антиретровирусная терапия
АРТ/АРВТ,Антиретровирусная терапия
АС,Анкилозирующий спондилоартрит
АСА,Активная системная анафилаксия
АСК,Ацетилсалициловая кислота
АСМ,Агрессивный системный мастоцитоз
АСРА,Антитела к циклическому цитруллинсодержащему пептиду
АССЗ,Атеросклеротические сердечно-сосудистые заболевания
АСТ,Аспартатааминотрансфераза
АСТ,Аспартатаминотрансмфераза
АСТ,Аспартатаминотрансфераза
АСТ,Аспартатаминотрасфераза
АТ III,Антитромбин iii
АТ-II,Ангиотензин ii
АТФ,Аденозинтрифосфат
АТФ,Аденозинтрифосфорная кислота
АТХ,Анатомическая терапевтическая химическая классификация
АТХ,Анатомо-терапевтическая концентрация
АТХ,Анатомо-терапевтическая химическая классификация
АТХ,Анатомо-терапевтическо-химическая классификация
АТХ,Анатомо-терапевтическо-химическая классификация лекарств
АФП,Альфа-фетопротеин
АФС,Активная фармацевтическая субстанция
АЦ,Аденилатциклаза
АЧН,Абсолютное число нейтрофилов
АЧТВ,Активированное частичное тромбопластиновое время
Алло-ТГСК,Аллогенная трансплантация гемопоэтических стволовых клеток
Анти-HCV,Специфические иммуноглобулины классов igm и igg к белкам вируса гепатита с
АпоВ,Аполипопротеин b
АпоЕ,Аполипопротеин e
АрГПП-1,Агонисты рецепторов глюкагоноподобного пептида 1
БА,Бронхиальная астма
БАД,Биологически активная добавка
БАК,Биохимические анализы крови
БАК,Биохимический анализ крови
БАЛЖ,Бронхоальвеолярная лаважная жидкость
БИ,Брошюра исследователя
БКК,Блокаторы кальциевых каналов
БКР,Базальноклеточный рак кожи
БЛНПГ,Блокада левой ножки пучка гиса
БМАРП,Болезньмодифицирующие антиревматические препараты
БМО,Большой молекулярный ответ
БПВ/PFS,Беспрогрессивная выживаемость
БРА,Блокатор рецептора ангиотензина
БРА,Блокаторы рецепторов ангиотензина ii
БРВ,Безрецидивная выживаемость
БРРМЖ,Белок резистентности рака молочной железы
БСК,Болезни системы кровообращения
БТК/BTK,Тирозинкиназа брутона
БЦО,Большой цитогенетический ответ
БЭ,Биоэквивалентность
БЭ,Биоэквивалетность
В. квартиль,Верхний квартиль
ВIКЕ,Вмр-2-индуцибельной киназа
ВА,Биодоступность
ВААРТ,Высокоактивная антиретровирусная терапия
ВАБ,Выборка для анализа безопасности
ВАШ,Визуальная аналоговая шкала
ВБИЗ,Выживаемость без инвазивного заболевания
ВБМ,Выживаемость без метастазирования
ВБМ,Выживаемость без метастазов
ВБП,Выживаемость без прогрессирования
ВБП,Выживаемость без прогрессирования заболевания
ВБП,Выживание без прогрессирования заболевания
ВБП(з),Выживаемость без прогрессирования (заболевания)
ВВТТГ,Внутривенный тест толерантности к глюкозе
ВГ,Вирусный гепатит
ВГВ,Вирус гепатита в
ВГВ,Вирусный гепатит в
ВГВ/С,Вирусный гепатит в или с
ВГН,Верхняя граница нормы
ВГС,Вирус гепатита с
ВГС,Вирусный гепатит с
ВГТТ,Внутривенное болюсное введение глюкозы
ВДПЗ,Время до прогрессирования заболевания
ВЖД,Высокожировая диета
ВЖХ,Высокоэффективная жидкостная хроматография
ВИЧ,Вирус иммунодефицита человека
ВИЧ,Вирус имунодефицита человека
ВИЧ-1,Вирус иммунодефицита человека типа 1
ВКК,Верхний контроль качества
ВМС,Внутриматочная спираль
ВН,Вирусная нагрузка
ВН,Вирусологическая неэффективность
ВОЗ,Всемирная организации здравоохранения
ВОЗ,Всемирная организация здравоохранения
ВПЗ,Время до прогрессирования заболевания
ВПЗО,Вторичные первичные злокачественные опуходи
ВПКО,Верхний предел количественного определения
ВПН,Верхний предел нормы
ВС,Внутренний стандарт
ВТЭ,Венозная тромбоэмболия
ВТЭ,Венозные тромбоэмболии
ВТЭО,Венозное тромбоэмболическое осложнение
ВЧК,Внутричерепное кровоизлияние
ВЭЖК,Высокоэффективная жидкостная хроматография
ВЭЖК,Высокоэффективная жидкостная хроматография
ВЭЖХ,Высоко-эффективная жидкостная хроматография
ВЭЖХ,Высокоэффективная жидкостная хроматография
ВЭЖХ,Метод высокоэффективной жидкостной хроматографии
ВЭЖХ-МС,Метод высокоэффективной жидкостной хроматографии с масс-спектрометрией
ВЭЖХ-МС/МС,Высокочувствительный и селективный метод высокоэффективной жидкостной хроматографии и тандемной масс-спектрометрии
ВЭЖХ-МС/МС,Высокоэффективная жидкостная хроматография и тандемная масс-спектрометрия
ВЭЖХ-МС/МС,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией
ВЭЖХ-МС/МС,Высокоэффективная жидкостная хроматография с тандемным масс-спектрометрическим детектированием
ВЭЖХ-МС/МС,Высокоэффективная жидкостная хроматография – масс-спектрометрия
ВЭЖХ/МС,Высокоэффективная жидкостная хроматография
ВЭЖХ/МС/МС,Высокоэффективная жидкостная хроматография с масс-спектрометрией
ВЭЖХ/МС/МС,Высокоэффективная жидкостная хроматография с тандемной масс-спектрометрией
ВдО,Время до ответа на лечение
ГАМК,Гамма-аминомасляная кислота
ГГН,Гипоталамо-гипофизарно-надпочечниковая система
ГГТ,Гамма-глутамилтранспептидаза
ГГТ,Гамма-глутамилтрансфераза
ГГТ,Гамма-глютамилтранспептидаза
ГИБП,Генно-инженерные биологические препараты
ГИП,Глюкозозависимый инсулинотропный пептид
ГИП,Глюкозозависимый инсулинотропный полипептид
ГИТ,Вызванная гепарином тромбоцитопения
ГИТ,Гепарин-индуцированная тромбоцитопения
ГК,Глюкокортикостероиды
ГК,Группа компаний
ГК,Крысы линии гото-какизаки
ГКС,Глюкокортикостероиды
ГЛФ,Готовая лекарственная форма
ГМ-КСФ,Гранулоцитарно-макрофагальный колониестимулирующий фактор
ГМГ-КоА,3-гидрокси-3-метилглутарил коэнзима а
ГМГ-КоА,Гидрокси-метилглютарил-кофермент а
ГМГ-КоА-редуктаза,3-гидрокси-3-метилглутарил-кофермент а редуктаза
ГМПЦ,Гидроксипропилметилцеллюлоза
ГОСТ,Государственный стандарт
ГПН,Глюкоза в плазме крови натощак
ГПН,Глюкоза плазмы натощак
ГПП,Глюкагоноподобный пептид
ГПП,Глюкоза в плазме натощак
ГПП-1,Глюкагон-подобный пептид-1
ГПП-1,Глюкагоноподобный пептид-1
ГПП-1,Глюкагоноподобный полипептид-1
ГПП-1Р,Рецептор к гпп-1
ГПТ,Глутамино-пировиноградная трансаминаза
ГПТ,Глутамино-пирувиновая трансаминаза
ГРГ,Гонадотропин-рилизинг-гормон
ГРЛС,Государственный реестр лекарственных средств
ГТ,Генотип
ГТГ,Гипертриглицеридемия
ГТТ,Глюкозотолерантный тест
ГУ,Гиперурикемия
ГФ,Государственная фармакопея
ГХ,Газовая хроматография
ГЦК,Гепатоцеллюлярная карцинома
ГЦР,Гепатоцеллюлярный рак
ГЭБ,Гематоэнцефалический барьер
ГЭС/ХЭЛ,Гиперэозинофильный синдром/хронический эозинофильный лейкоз
ГнРГ,Гонадотропин-рилизинг гормон
ДАД,Диастолическое артериальное давление
ДАТ,Двойная антиагрегантная терапия
ДБ,День беременности
ДБЛС,Департамент безопасности лекарственных средств
ДВККЛ,Диффузная в-крупноклеточная лимфома
ДГ,День гестации
ДГК,Докозагексаеновая кислота
ДГТ,Дигидротестостерон
ДД,Диастолическая дисфункция
ДДБА,Длительнодействующие β2–агонисты
ДДКР,Департамент доклинической и клинической разработки
ДДКР,Департамент доклинической разработки
ДИ,Доверительные интервалы
ДИ,Доверительный интервал
ДКИ,Доклиническое исследование
ДКТ,Длительная кислородотерапия
ДЛ,День лактации
ДЛП,Дислипидемии
ДЛТ,Дозолимитирующая токсичность
ДМ,Дерматомиозит
ДМСО,Диметилсульфоксид
ДН,Диабетическая нефропатия
ДНК,Дезоксирибонуклеиновая кислота
ДНФ,Динитрофенол
ДО,Длительность ответа
ДПД,Длительность потенциала действия
ДПП,Дипептидилпептидаза
ДПП-4,Дипептидилпептидаза-4
ДРЩЖ,Дифференцированный рак щитовидной железы
ДТ,Диспергируемые таблетки
ДЭ,Депрессивный эпизод
Е,Максимальная скорость раннего диастолического наполнения
ЕАЭС,Евразийский экономический союз
ЕМА,European medicines agency / европейское агентство по лекарственным средствам
ЕМА,Европейское медицинское агентство
ЕС,Европейский союз
ЕС,Евросоюз
ЕС50,Полумаксимальная эффективная доза
ЕЭК,Евразийская экономическая комиссия
Ед,Единицы
ЖА,Желудочковая аритмия
ЖКТ,Желудочно-кишечный тракт
ЖНВЛП,Жизненно необходимые и важнейшие лекарственные препараты
ЖНЛВП,Жизненно необходимые и важнейшие лекарственные препараты
ЖСС,Жидкостный сцинтилляционный счет
ЖСС,Жидкостный сцинтилляционный счетчик
ЖХ-МС,Жидкостная хромато-масс-спектрометрия
ЖХ-МС,Жидкостная хроматография с масс спектрометрией
ЖХ-МС,Жидкостная хроматография с тандемной масс-спектрометрией
ЖХ-МС/МС,Жидкостная хроматография и тандемная масс-спектрометрия
ЖХ-МС/МС,Жидкостная хроматография с тандемной масс-спектрометрией
ЖХ-МСМС,Жидкостная хроматография с тандемной масс-спектрометрией
ЖХ/МС/МС,Жидкостная хроматография-тандемная масс-спектрометрия
ЗД,Западная диета
ЗПТ,Заместительная почечная терапия
ЗРУ,Заявление на получение регистрационного удостоверения
ЗСТ,Заболевания соединительной ткани
ИА,Ингибитор ароматазы
ИА,Ингибиторы ароматазы
ИАЛ,Инвазивный аспергиллез легких
ИАПФ,Ингибиторы ангиотензинпревращающего фермента
ИАТ,Ингибирование агрегации тромбоцитов
ИБЛ,Интерстициальная болезнь легких
ИБЛ,Интерстициальные болезни легких
ИБС,Ишемическая болезнь сердца
ИВЛ,Искусственная вентиляция легких
ИГХ,Иммуногистохимический анализ
ИЗЛ,Интерстициальное заболевание легких
ИЗЛ,Интерстициальные заболевания легких
ИЗЛ-ССД,Интерстициальные заболевания легких при системной склеродермии
ИИ,Ингибитор интегразы
ИИ,Ингибиторы интегразы
ИИ,Ингибиторы интегразы вич
ИИП,Идиопатические интерстициальные пневмонии
ИК,Инфракрасный
ИКН,Ингибиторы кальциневрина
ИЛ,Интерлейкин
ИЛ-6,Интерлейкин 6
ИЛАГ,Идиопатическая легочная артериальная гипертензия
ИЛФ,Идиопатический легочный фиброз
ИМ,Инфаркт миокарда
ИМП,Инструкция к медицинскому применению
ИМП,Инструкция по медицинскому применению
ИМП,Инфекции мочевыводящих путей
ИМПП,Инструкция по медицинскому применению препарата
ИМТ,Индекс массы тела
ИМбпST,Инфаркт миокарда без подъема сегмента st
ИМпST,Инфаркт миокарда с подъемом сегмента st
ИОТ,Ингибитор обратной транскриптазы
ИП,Ингибитор протеазы
ИП,Ингибиторы протеазы
ИП,Ингибиторы протеазы вич
ИП,Истинная полицитемия
ИПП,Ингибитор протонной помпы
ИПП,Ингибиторы протонной помпы
ИПЦИ,Ингибитор переноса цепи интегразы
ИР,Инсулиновый рецептор
ИР,Инсулинорезистентность
ИРК,Индивидуальная регистрационная карта
ИС,Ингибитор слияния
ИС,Информированное согласие
ИСМ,Индолентный системный мастоцитоз
ИСТ,Иммуносупрессивная терапия
ИТК,Ингибитор тирозинкиназы
ИТК,Ингибиторы тирозинкиназ
ИТК,Ингибиторы тирозинкиназы
ИТК,Ингибиторы тирозинкиназы (tyrosine kinase inhibitor)
ИТП,Иммунная тромбоцитопения
ИФА,Иммуноферментный анализ
ИФА,Иммуноферментный анализ
ИФН,Интерферон
ИХТ,Иммунохимиотерапия
ИЦ,Исследовательский центр
Ингал.,Ингаляционный путь введения; в/в – внутривенный путь введения; п/о – пероральный путь введения; п/к – подкожный путь введения;
Кel,Константа скорости элиминации
КАК,Клинический анализ крови
КВ,Коэффициент вариации
"КВ, %",Коэффициент вариации
КГП,Кислотный гликопротеин
КДОЛЖ,Конечно-диастолический объем левого желудочка
КЖ,Качество жизни
КЖП,Канюлирование желчных протоков
КИ,Клинические исследования
КИ,Клиническое исследование
КИО,Контрактная исследовательская организация
КК,Клиренс креатинина
КК,Контроль качества
ККМГ,Каприлокапроилмакроголглицериды
КМ,Кожный мастоцитоз
КМД,Комитет по мониторингу данных
КПА,Кожная пассивная анафилаксия
КРР,Колоректальный рак
КРРПЖ,Кастрационно-резистентный рак предстательной железы
КС,Креатинин сыворотки
КСО,Классификация систем органов
КСО,Классы систем органов
КТ,Компьютерная томография
КТВР,Компьютерная томография высокого разрешения
КФД,Комбинация фиксированных доз
КлКп,Клиренс креатинина
ЛC,Лекарственное средство
ЛCР,Лекарственное средство
ЛАГ,Легочная артериальная гипертензия
ЛВ,Лекарственное взаимодействие
ЛВ,Лекарственные взаимодействия
ЛВП,Липопротеиды высокой плотности
ЛГ,Лютеинизирующий гормон
ЛГРГ,Лютеинизирующего гормона рилизинг-гормон
ЛГРГ,Лютеинизирующий гормон рилизинг гормона
ЛД50,"Летальная доза, вызывающая гибель 50% животных"
ЛД50,"Полулетальная доза (доза вещества, при введении которой наблюдается гибель 50% испытуемых особей за определенный период времени эксперимента)"
ЛДГ,Лактатдегидрогеназа
ЛДГ,Лактозодегидрогеназа
ЛЖ,Левый желудочек
ЛЖВ,"Люди, живущие с вич"
ЛКМ,Лимфома из клеток мантии
ЛМЗ,Лимфома маргинальной зоны
ЛМЛ,Лимфома из малых лимфоцитов
ЛП,Левое предсердие
ЛПВП,Липопротеиды высокой плотности
ЛПВП,Липопротеины высокой плотности
ЛПВП,Липопротеины низкой плотности
ЛПЛ,Липопротеинлипаза
ЛПНП,Липопротеиды низкой плотности
ЛПНП,Липопротеины низкой плотности
ЛПОНП,Липопротеины очень низкой плотности
ЛПП,Лекарственное поражение печени
ЛПУ,Лечебно-профилактическое учреждение
ЛС,Лекарственное средство
ЛСК,Лиганд-связывающий карман
ЛСР,Лекарственное средство
ЛСС,Легочное сосудистое сопротивление
ЛСЭСП,Лекарственная сыпь с эозинофилией и системных проявлениями
ЛТ,Лучевая терапия
ЛЭК,Локальный этический комитет
М,Моль/л
МА,Микроальбуминурия
МВ,Макроглобулинемия вальденстрема
МД,Медицинская дирекция
МДМА,Метилендиоксиметамфетамин
МДС,Миелодиспластический синдром
МДС,Миелодиспластический синдром;
МЕ,Международные единицы
МЗ,Министерство здравоохранения
МИК,Минимальная ингибирующая концентрация
МК,Мочевая кислота
МКД,Межквартальный диапазон
МКД,Межквартильный диапазон
МКЛ,Мантийноклеточная лимфомома
МКПК,Мононуклеарные клетки периферической крови
МКТ,Монокроталин
МЛВ,Межлекарственные взаимодействия
МЛЛ,Мелкоклеточная лимфоцитарная лимфома
МЛУ,Множественная лекарственная устойчивость
ММ,Множественная миелома
ММФ,Микофенолата мофетил
МНК,Мононуклеарные клетки
МНН,Международное непатентованное название
МНН,Международное непатентованное наименование
МНН,Международное непатентованное наименование
МНО,Международное нормализованное отношение
МО,Молекулярный ответ
МПД,Максимальная переносимая доза
МПД,Максимально переносимая доза
МПД,"Максимально переносимая доза (maximum tolerated dose, mtd)"
МПЗ,Миелопролиферативные заболевания
МПКТ,Минеральная плотность костной ткани
МПН,Миелопролиферативное новообразование
МПО,Максимальный переносимый объем
МРДЧ,Максимальная рекомендуемая доза для человека
МРДЧ,Максимально рекомендуемая для человека доза
МРДЧ,Максимально рекомендуемая доза для человека
МРЕ,Cредний фотоэффект (mean photo effect)
МРЛ,Местно-распространенный рак
МРТ,Магнитно-резонансная томография
МРЩЖ,Медуллярный рак щитовидной железы
МС,Метаболический синдром
МС НМГ,Международный стандарт низкомолекулярного гепарина
"МСР-1, МСР-2, МСР-3","Хемотаксический белок моноцитов 1, 2, 3"
МТХ,Метотрексат
МФК,Минимальная фунгицидная концентрация
МЦО,Малый цитогенетический ответ
МЭД,Минимально эффективная доза
Макс,Максимальное значение
Мин,Минимальное значение
Минздрав России,Министерство здравоохранения российской федерации
МкАТ,Моноклональные антитела
Н. квартиль,Нижний квартиль
Н2РА,Антагонисты гистамин-2-рецепторов
НbА1с,Гликированный гемоглобин
НАДФ,Никотинамидадениндинуклеотидфосфа́т
НАДФ,Никотинамидадениндинуклеотидфосфат
НАДФН,Никотинамидадениндинуклеотидфосфат
НВЛ,Неинвазивная вентиляция легких
НГЛТ-1,Натрий-глюкозный котранспортер 1-го типа
НГЛТ-2,Натрий-глюкозный котранспортер 2 типа
НГЛТ-2,Натрий-глюкозный котранспортер 2-го типа
НГН,Нарушение гликемии натощак
НГН,Нарушенная гликемия натощак
НГН,Нижняя граница нормы
НД,Нет данных
НД,Нормативная документация
НД,Нормативный документ
НИЗиП,Национальное исследование здоровья и питания
НИИ,Научно-исследовательский институт
НИОТ,Нуклеозидные ингибиторы обратной транскриптазы
НИОТ,Нуклеозидные ингибиторы обратной транскриптазы вич
НИОТ,Нуклеозидный ингибитор обратной транскриптазы
НКК,Нижний контроль качества
НКУ,Независимое контрольное учреждение
НЛР,Нежелательная лекарственная реакция
НЛР,Нежелательные лекарственные реакции
НМ-КРРПЖ,Неметастатический кастрационно-резистентный рак предстательной железы
НМГ,Низкомолекулярные гепарины
НМГ,Низкомолекулярный гепарин
НМРК,Немеланомный рак кожи
НМРЛ,Немелкоклеточный рак легких
НМРЛ,Немелкоклеточный рак легкого
ННИОТ,Ненуклеозидные ингибиторы обратной транскриптазы
ННИОТ,Ненуклеозидные ингибиторы обратной транскриптазы вич
ННИОТ,Ненуклеозидный ингибитор обратной транскриптазы
ННК,Независимый наблюдательный комитет
ННР,Непредвиденная нежелательная реакция
НОАК,Новые оральные антикоагулянты
НП,Не применимо
НП,Неприменимо
НПВ,Нижняя полая вена
НПВП,Нестероидные противовоспалительные препараты
НПВП,Нестероидный противовоспалительный препарат
НПКО,Нижний предел количественного определения
НПЭ,Неблагоприятные побочные эффекты
НР,Нежелательная реакция
НР,Нежелательные реакции
НР/СНР,Нежелательная/серьезная нежелательная реакция
НС,Нестабильная стенокардия
НСV,Вирус гепатита с (hepatitis c virus)
НТГ,Нарушение толерантности к глюкозе
НТГ,Нарушенная толерантность к глюкозе
НУП,Натрийуретический пептид
НФГ,Нефракционированный гепарин
НХЛ,Неходжкинская лимфома
НЭК,Независимый этический комитет
НЭО,Нейроэндокринные опухоли
НЯ,Нежелательное явление
НЯ,Нежелательноя явление
НЯ,Нежелательные явления
НЯ/СНЯ,Нежелательное/серьезное нежелательное явление
НЯФЛ,Нежелательное явление на фоне лечения
НЯФЛ,"Нежелательное явление, возникшее на фоне лечения"
НтИОТ,Нуклеотидный ингибитор обратной транскриптазы
ОА,Очаговая алопеция
ОАК,Общий анализ крови
ОАМ,Общий анализ мочи
ОАТ,Переносчик органических анионов
ОАТР,Переносчик органических анионов полипептида
ОВ,Общая выживаемость
ОГЭП,Острый генерализованный экзантематозный пустулез
ОИ,Оппортунистические инфекции
ОИМ,Острый инфаркт миокарда
ОИП,Обычная интерстициальная пневмония
ОКС,Острый коронарный синдром
ОКСбпST,Острый коронарный синдром без подъема сегмента st
ОКСпST,Острый коронарный синдром с подъемом сегмента st
ОЛ,Острый лейкоз.
ОЛЛУ,Оценке локальных лимфатических узлов
ОМД,Отдел медицинской документации
ОМЛ,Острый миелобластный лейкоз
ОМЛ,Острый миелоидный лейкоз
ОНМК,Острое нарушение мозгового кровообращения
ООО,Общество с ограниченной ответственностью
ОП,Опытно-промышленная
ОП,Опытно-промышленный
ОПП,Острое почечное повреждение
ОПСС,Общее периферическое сопротивление сосудов
ОР,Относительный риск
ОР,Отношение рисков
ОРВИ,Острая респираторная вирусная инфекция
ОРВИ,Острая респираторная инфекция
ОРВИ,Острые респираторные вирусные заболевания
ОСН,Острая сердечная недостаточность
ОСТ,Переносчик органических катионов
ОТТС,Операция ортотопической трансплантации сердца
ОФВ1,Объем форсированного выдоха за одну секунду
ОФТ,Оптимизированная фоновая терапия
ОХ,Общий холестерин
ОХЛП,Общая характеристика лекарственного препарата
ОХЛП,Общая характеристика лекарственного препарата для медицинского применения
ОХЛП,Общая характеристика лекарственного препарата
ОЧО,Общая частота ответа
ОШ,Отношение шансов
Опросник EQ5D,Европейская шкала оценки качества жизни по пяти аспектам (european quality of lifefive domain scale)
ПАГ,Парааминогиппуровая кислота
ПВ,Проторомбиновое время
ПВ,Протромбиновое время
ПВА,Полная выборка анализов
ПВДХ,Поливинилиденхлорид
ПВП,Поливинилпирролидон
ПВТ,Противовирусная терапия
ПВХ,Поливинилхлорид
ПГА2,Простагландин а2
ПГГП,Пероральные гипогликемические препараты
ПГД2,Простагландин д2
ПГО,Полный гематологический ответ
ПГТТ,Пероральный глюкозотолерантный тест
ПД,Потенциал дейтсвия
ПЖ,Поджелудочная железа
ПЗ,Прогрессирование заболевания
ПИН,Потреблители инъекционных наркотиков
ПК,Периферическая кровь
ПКР,Плоскоклеточный рак
ПКР,Почечно-клеточная карцинома
ПКР,Почечно-клеточный рак
ПКР,Почечно-клеточный рак
ПКТ,Первичная конечная точка
ПЛЛ,Пациенто-лет лечения
ПМЛ,Прогрессирующая множественная лейкоэнцефалопатия
ПМО,Полный молекулярный ответ
ПМТ,Прибавка массы тела
ПМФ,Первичный миелофиброз
ПНЖК,Полиненасыщенные жирные кислоты
ПНМК,Переходящее нарушение мозгового кровообращения
ПО,Полный ответ
ПО,Программное обеспечение
ПОЛ,Перекисное окисление липидов
ППГ,Глюкоза в плазме крови после приема пищи
ППД,Препарат прямого действия
ПППД,Противовирусные препараты прямого действия
ППТ,Площадь поверхности тела
ПР,Полная ремиссия
ПСА,План статистического анализа
ПСА,Простатический специфический антиген
ПСА,Простатспецифический антиген
ПСВ,Пиковая скорость выдоха
ПСМ,Производные сульфонилмочевины
ПССП,Пероральные сахароснижающие препараты
ПТ,Протромбиновое время
ПТИ,Протромбиновый индекс
ПТТГ,Пероральный тест толерантности к глюкозе
ПХТ,Полихимиотерапия
ПЦО,Полный цитогенетический ответ
ПЦР,Полимераазная цепнаая реакция
ПЦР,Полимеразная цепная реакция
ПЦР-РВ,Реакция полимеразной цепной реакции в реальном времени
ПЭ,Полный эффект
ПЭГ,Полиэтиленгликоль
ПЭП,Противоэпилептические препараты
Пост-ИП МФ,Постполицитемический миелофиброз
РА,Ревматоидный артрит
РААС,Ренин-ангиотензин-альдостероновая система
РБВ,Рибавирин
РВРК,Физиологически обоснованная фармакокинетическая модель
РВРК,Физиологически обоснованное фармакокинетическое моделирование
